,회사명,종목코드
1181,유진로봇,56080
1182,율호,72770
1183,이노테라피,246960
1184,이라이콤,41520
1185,이스트아시아홀딩스,900110
1186,이엑스티,226360
1187,이엘피,63760
1188,이원컴포텍,88290
1189,이지바이오,35810
1190,이지웰페어,90850
1191,이크레더블,92130
1192,이트론,96040
1193,인산가,277410
1194,인트론바이오,48530
1195,일진파워,94820
1196,자비스,254120
1197,제테마,216080
1198,조이시티,67000
1199,지에스이,53050
1200,청담러닝,96240
1201,카페24,42000
1202,케어랩스,263700
1203,케어젠,214370
1204,케이아이엔엑스,93320
1205,케이알피앤이,60900
1206,케이엠,83550
1207,케이프,64820
1208,켐트로닉스,89010
1209,켐트로스,220260
1210,코닉글로리,94860
1211,큐로홀딩스,51780
1212,태광,23160
1213,파워넷,37030
1214,파인테크닉스,106240
1215,파트론,91700
1216,파티게임즈,194510
1217,포스코엠텍,9520
1218,포인트엔지니어링,256630
1219,퓨쳐스트림네트웍스,214270
1220,피앤씨테크,237750
1221,하나머스트제6호스팩,307160
1222,하림지주,3380
1223,하이제5호스팩,340120
1224,하이즈항공,221840
1225,한국가구,4590
1226,한국정밀기계,101680
1227,한국테크놀로지,53590
1228,한빛소프트,47080
1229,해성산업,34810
1230,헬릭스미스,84990
1231,현대통신,39010
1232,화일약품,61250
1233,화진,134780
1234,휘닉스소재,50090
1235,휴온스,243070
1236,휴온스글로벌,84110
1237,흥국에프엔비,189980
1238,AP시스템,265520
1239,GV,45890
1240,KPX생명과학,114450
1241,S&K폴리텍,91340
1242,SFA반도체,36540
1243,YTN,40300
1244,나우IB,293580
1245,네오팜,92730
1246,네오펙트,290660
1247,넥스트아이,137940
1248,노터스,278650
1249,농우바이오,54050
1250,누리텔레콤,40160
1251,다믈멀티미디어,93640
1252,대동스틸,48470
1253,대보마그네틱,290670
1254,대신밸런스제8호스팩,336570
1255,대한광통신,10170
1256,데브시스터즈,194480
1257,데이타솔루션,263800
1258,도이치모터스,67990
1259,동운아나텍,94170
1260,동원개발,13120
1261,동일금속,109860
1262,동화기업,25900
1263,드림어스컴퍼니,60570
1264,디딤,217620
1265,디지탈옵틱,106520
1266,디케이락,105740
1267,라이트론,69540
1268,러셀,217500
1269,레이언스,228850
1270,로보로보,215100
1271,로체시스템즈,71280
1272,루멘스,38060
1273,루트로닉,85370
1274,리노공업,58470
1275,리드,197210
1276,링크제니시스,219420
1277,마이크로컨텍솔,98120
1278,매커스,93520
1279,메가스터디,72870
1280,멕아이씨에스,58110
1281,멜파스,96640
1282,모다,149940
1283,바른손,18700
1284,바른테크놀로지,29480
1285,배럴,267790
1286,백금T&A,46310
1287,버킷스튜디오,66410
1288,보성파워텍,6910
1289,비씨월드제약,200780
1290,비즈니스온,138580
1291,상상인이안제2호스팩,329560
1292,상상인인더스트리,101000
1293,서울리거,43710
1294,서울전자통신,27040
1295,서희건설,35890
1296,성광벤드,14620
1297,세동,53060
1298,세중,39310
1299,소리바다,53110
1300,솔브레인,36830
1301,슈프리마아이디,317770
1302,시스웍,269620
1303,신일제약,12790
1304,신진에스엠,138070
1305,썬텍,122800
1306,썸에이지,208640
1307,쏠리드,50890
1308,씨아이에스,222080
1309,씨케이에이치,900120
1310,아세아텍,50860
1311,아이앤씨,52860
1312,아이엘사이언스,307180
1313,아이티센,124500
1314,안랩,53800
1315,알로이스,297570
1316,알서포트,131370
1317,알에스오토메이션,140670
1318,알파홀딩스,117670
1319,양지사,30960
1320,에스디생명공학,217480
1321,에스모 머티리얼즈,87730
1322,에스씨디,42110
1323,에스텍,69510
1324,에스폴리텍,50760
1325,에이디테크놀로지,200710
1326,에치에프알,230240
1327,엔케이맥스,182400
1328,엘앤에프,66970
1329,엘앤케이바이오,156100
1330,영풍정밀,36560
1331,예선테크,250930
1332,오상자이엘,53980
1333,올리패스,244460
1334,올릭스,226950
1335,옴니시스템,57540
1336,와이오엠,66430
1337,와토스코리아,79000
1338,우리이앤엘,153490
1339,우원개발,46940
1340,위니아딤채,71460
1341,위즈코프,38620
1342,유비케어,32620
1343,유안타제3호스팩,287410
1344,유안타제4호스팩,313750
1345,유진스팩4호,321260
1346,이베스트이안스팩1호,323210
1347,이씨에스,67010
1348,이오테크닉스,39030
1349,이즈미디어,181340
1350,인터파크홀딩스,35080
1351,인트로메딕,150840
1352,인프라웨어,41020
1353,인화정공,101930
1354,자연과환경,43910
1355,제넥신,95700
1356,제룡산업,147830
1357,제이브이엠,54950
1358,제일테크노스,38010
1359,중앙오션,54180
1360,지트리비앤티,115450
1361,진양제약,7370
1362,천보,278280
1363,캔서롭,180400
1364,컴퍼니케이,307930
1365,케이에스피,73010
1366,케이엘넷,39420
1367,케이엠더블유,32500
1368,코리아나,27050
1369,코리아에프티,123410
1370,코미코,183300
1371,코아시아,45970
1372,코윈테크,282880
1373,코콤,15710
1374,큐에스아이,66310
1375,크리스에프앤씨,110790
1376,클래시스,214150
1377,키이스트,54780
1378,테스,95610
1379,텔레칩스,54450
1380,텔레필드,91440
1381,텔콘RF제약,200230
1382,티라유텍,322180
1383,파인넥스,123260
1384,판타지오,32800
1385,푸른기술,94940
1386,퓨쳐켐,220100
1387,프럼파스트,35200
1388,피엔티,137400
1389,피제이전자,6140
1390,하림,136480
1391,하이로닉,149980
1392,하이비젼시스템,126700
1393,하츠,66130
1394,한국기업평가,34950
1395,한국제6호스팩,281410
1396,한네트,52600
1397,한라IMS,92460
1398,홈센타홀딩스,60560
1399,화신테크,86250
1400,휴맥스,115160
1401,휴메딕스,200670
